gene	magma_p	magma_trait	magma_sig	transcriptome_sig	coloc_sig	fine_map_sig	evidence_count	integrated_score
5213	0.087193	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0595183795559724
391059	0.087215	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0594088148725571
100616468	0.087218	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0593938763753021
118491	0.087218	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0593938763753021
3385	0.087246	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0592544751739346
51545	0.087246	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0592544751739346
326	0.087248	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.059244519657254
338005	0.08728	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0590852624197145
64735	0.087314	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0589161155696354
84901	0.087319	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0588912465882847
8807	0.087391	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0585332910680827
100529239	0.087406	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0584587541224308
285440	0.08741	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0584388797639293
403	0.087422	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0583792621448318
51528	0.087426	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0583593914236578
5076	0.08744	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0582898510583536
101928797	0.087453	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0582252878308358
7067	0.087515	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0579175028758154
7247	0.087558	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0577041671461787
100422892	0.087635	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0573224090021907
101409254	0.087641	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0572926757027952
3004	0.08765	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0572480795701862
407039	0.087678	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.057109365324924
100505768	0.087689	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0570548825624064
100289509	0.08771	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0569508889915933
30009	0.087716	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.056921181115994
5641	0.087763	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.056688539704343
102465493	0.087768	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0566637979503497
415116	0.087768	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0566637979503497
8428	0.087803	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0564906451282097
150365	0.087807	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.056470860629287
100885781	0.087816	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0564263488017864
102723318	0.087838	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0563175613144327
10919	0.087859	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0562137441273047
100129995	0.087863	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.056193972238436
100616122	0.087879	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0561148936831712
5914	0.087908	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0559716004920996
81030	0.087924	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0558925624133697
105377586	0.087936	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0558332932925811
84962	0.087943	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0557987233737742
100652772	0.087963	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.055699967337306
100846995	0.087979	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.05562097867366
55720	0.087982	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0556061698984673
100506108	0.087997	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0555321335959047
406949	0.088007	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0554827830717837
406951	0.088007	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0554827830717837
199746	0.088011	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0554630444322364
101928744	0.088048	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0552805045329188
102724511	0.088051	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0552657073626244
79087	0.088073	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0551572101827786
85443	0.088114	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0549550831918038
100616406	0.08816	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0547284184922903
27148	0.088191	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0545757328928018
80232	0.088195	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0545560354346373
57453	0.088232	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.054373876285913
390212	0.088248	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0542951284195317
3645	0.088254	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0542656016505156
125113	0.08829	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0540884831807267
10112	0.088335	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.05386718662465
140679	0.088373	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0536804017528083
246213	0.088428	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.053410197429584
100616366	0.08843	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0534003749848673
975	0.088444	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0533316240914705
348751	0.088449	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.053307072838339
5795	0.088485	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0531303447751712
101927957	0.088508	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0530174728182011
9295	0.0886	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0525662781129492
54522	0.08864	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0523702526156455
140691	0.088686	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0521449326217849
55611	0.088742	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0518707877089846
11274	0.088789	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0516408352936168
83932	0.088814	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0515185697674794
8708	0.088823	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0514745626029756
102724034	0.088833	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0514256709829501
80343	0.088843	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0513767848663829
6810	0.088848	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0513523438715087
149461	0.088854	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.051323016493174
727936	0.088862	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0512839164024947
101927690	0.088867	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.051259480633317
222967	0.088888	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0511568654139152
728194	0.088888	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0511568654139152
85236	0.088901	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.051093353854991
930	0.08892	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.051000545973047
7701	0.089026	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0504831393381486
406922	0.08903	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0504636266238574
100128788	0.089059	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.050322185657975
646262	0.089062	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0503075564626996
100289019	0.089072	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0502587960371368
169611	0.089157	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0498445533071599
100852408	0.089178	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0497422718238603
25774	0.089256	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0493625799294213
284110	0.089261	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0493382520232828
283464	0.089297	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0491631313167296
51599	0.089346	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0489248859878118
105376827	0.089349	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0489103037841032
688	0.089405	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.048638192482737
55870	0.089415	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0485896191148412
43847	0.089452	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.048409944875774
80114	0.089506	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.048147850946086
390201	0.08952	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0480799264797063
590	0.089534	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0480120126351786
57575	0.089589	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0477453110138866
54920	0.089724	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0470913733056957
9537	0.089746	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.046984898923908
90864	0.089748	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0469752207289393
101928894	0.089752	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.04695586498601
101927332	0.089808	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.046684975124403
149478	0.089815	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.046651125769088
36	0.089836	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.046549593529785
79674	0.089848	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0464915857629211
54583	0.089851	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0464770850317449
100652770	0.089852	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0464722515622766
254251	0.08988	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0463369362529087
389384	0.089939	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0460519455083068
10051	0.089961	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0459457256233764
9229	0.089966	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0459215883631532
4010	0.089968	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0459119338346723
7531	0.090041	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.04555969034777
105374205	0.090047	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0455307515301653
84340	0.090082	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0453619801823213
10368	0.090126	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0451499034977847
10620	0.090144	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0450631746943206
90527	0.090177	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.044904216857321
51174	0.090178	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.044899400861292
347731	0.090183	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0448753216822004
10147	0.090212	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0447356887646175
1289	0.090243	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0445864756192744
127495	0.090253	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.044538353280569
148738	0.090304	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.044293012261765
83594	0.090325	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.04419202975994
6496	0.09034	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0441199137746247
105374648	0.090364	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.044004553100517
285740	0.090421	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0437306942484135
100847071	0.090425	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0437114825663427
118425	0.090428	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0436970743624885
196913	0.090438	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0436490504682965
105371038	0.090468	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0435050106401367
11319	0.090476	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0434666080862252
51596	0.090524	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0432362640462247
157983	0.090567	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0430300178708454
344405	0.090571	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.043010837158594
152578	0.090675	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.042512435747528
3420	0.09068	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0424884885455203
91419	0.090692	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.042431020647604
3785	0.090773	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0420433111127572
102466222	0.090884	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0415125669796828
55799	0.090922	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0413310197199372
104266961	0.090925	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0413166902732505
1159	0.090937	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0412593772140033
161497	0.090937	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0412593772140033
2779	0.090942	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0412354990047537
159195	0.090993	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.040992016231706
10462	0.091009	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0409156576012695
102546226	0.091016	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0408822549216945
284352	0.091018	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0408727117708123
1807	0.091022	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.040853626098126
100507027	0.091098	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0404911575879063
54551	0.091147	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.040257621083464
285613	0.091162	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.040186155415359
4360	0.091171	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.040143281658658
645591	0.091214	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0399384987755498
89796	0.091226	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0398813672935243
728224	0.091276	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0396434003163026
100505933	0.091315	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0394578765495037
79705	0.091325	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0394103191160458
8841	0.091359	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0392486627853852
724026	0.091382	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.03913934114288
353288	0.091395	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0390775628198496
6783	0.091452	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0388067923257165
6890	0.091473	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0387070773150835
26007	0.091492	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0386168786958303
150921	0.091575	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0382230726634174
151742	0.091578	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0382088453950045
101927459	0.091592	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.038142457637637
9771	0.091606	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.038076080026981
102724297	0.091619	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0380144527569664
405753	0.091677	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.037739606816072
102503427	0.091688	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0376875004783668
375759	0.091697	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0376448726697645
3113	0.091705	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0376069847965959
11201	0.091729	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0374933410050944
1725	0.091738	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0374507322488573
9694	0.091757	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0373607941558776
195814	0.091811	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.037105282272551
81537	0.091815	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0370863614451313
101927606	0.09186	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0368735589180953
10417	0.091871	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0368215563784406
105369893	0.091879	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0367837402602647
101927755	0.091932	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0365332916127
81871	0.09194	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0364955005857093
100463487	0.092007	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.036179129766133
105378854	0.09202	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0361177710712226
8458	0.09203	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0360705779734416
406916	0.092091	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0357828110770486
340359	0.092109	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0356979326764066
115761	0.092114	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0356743582865633
284106	0.092133	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0355847872738964
54537	0.092173	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.03539627708379
57599	0.092201	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0352643686196163
100130015	0.092242	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0350712891961487
729974	0.092249	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0350383329936805
11177	0.092289	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0348500597973938
83933	0.092302	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0347888885780594
1240	0.092374	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0344502500513277
266743	0.092398	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0343374291950909
10814	0.092415	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.034257532150909
10628	0.092459	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0340508080299993
100126333	0.092484	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0339333949663665
10867	0.092516	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0337831525495071
653653	0.092516	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0337831525495071
100506736	0.092524	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0337456000650995
101928989	0.092534	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.033698664025336
101927159	0.092541	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0336658118154236
5201	0.092552	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.033614191934536
116441	0.092581	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0334781325601599
57643	0.092622	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0332858454584508
6478	0.092679	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0330186608642038
343472	0.092706	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0328921570899579
63973	0.092719	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0328312610050288
22948	0.092766	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0326111694495248
101929153	0.092811	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0324005479601301
55719	0.092826	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.032330363489979
1028	0.092869	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0321292308471441
3720	0.092891	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0320263617833354
2109	0.092897	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0319983108124189
9879	0.09295	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0317506058920827
1716	0.093001	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0315123816380325
467	0.09302	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0314236648245023
8541	0.093062	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0312276182584756
55753	0.093065	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0312136183181573
57217	0.093073	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0311762873501942
100506759	0.093082	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0311342938464991
5313	0.093122	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0309477051637281
348980	0.093147	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0308311279328117
8674	0.09319	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0306306882664726
338758	0.093205	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.030560789210783
406883	0.093227	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0304582909417497
5015	0.093346	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.029904287411178
387357	0.093358	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0298484607144813
573	0.093373	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0297786874337453
54496	0.093382	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0297368288453257
93974	0.093394	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0296810236691787
84129	0.093406	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0296252256628617
5443	0.093459	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0293788701852915
100874433	0.093468	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0293370501128551
79612	0.093564	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0288912197317002
100996750	0.093569	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0288680119339302
100302157	0.093574	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0288448053762709
100302209	0.093574	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0288448053762709
25961	0.093627	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0285988920728604
128954	0.093704	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0282418697221567
23369	0.093706	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.028232600323898
100616355	0.093714	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0281955247091574
26502	0.093726	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0281399172210015
384	0.093746	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0280472538934537
10499	0.093769	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.027940715503097
245711	0.093774	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0279175584414095
214	0.093797	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0278110518584747
113218484	0.093838	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.027621257054292
113218511	0.093838	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.027621257054292
101927876	0.093913	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0272742859289687
6830	0.093933	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0271818070934238
64799	0.093979	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0269691804749363
100132463	0.093987	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0269322125567244
4842	0.094065	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.026571940168969
283050	0.094086	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0264749947989433
414300	0.094122	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0263088530670383
4825	0.094127	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0262857828524818
23659	0.094134	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0262534866108308
102060282	0.094188	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0260044248690745
5734	0.094205	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0259260460947845
130733	0.094244	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0257462893963034
64850	0.094392	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0250648118786472
11108	0.094398	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.02503720695368
2662	0.094436	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0248624164971403
2261	0.094457	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0247658519430538
101927472	0.094507	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0245360227205358
10579	0.094524	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0244579084830587
64150	0.094547	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0243522468730493
53373	0.09459	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0241547745324329
1891	0.094602	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0240996819937438
8369	0.094606	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0240813193671332
55779	0.094615	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0240400062957502
6489	0.094654	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0238610283856442
26575	0.09468	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.023741750742955
130752	0.094706	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0236225058505084
7187	0.094732	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0235032936903254
221044	0.094746	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0234391160785952
102465879	0.094756	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0233932807330783
55362	0.09478	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0232832956366176
10392	0.094788	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0232466401266447
100422957	0.094791	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0232328951079894
102724362	0.094859	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0229214579760624
100130894	0.094957	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0224730146097694
440132	0.094975	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.022390697773242
494330	0.095002	SI__EUR_MM__trait3__Loneliness	False	False	False	False	0	1.0222672517656692
